Open Time,Open,High,Low,Close,Volume,Quote Asset Volume
2019-11-27 07:00:00,146,146,146,146,0.010,1.46000
2019-11-27 08:00:00,125.03,145.01,125.03,133,0.080,10.92040
2019-11-27 09:00:00,133,133,133,133,0,0
2019-11-27 10:00:00,142.20,144.52,142.10,142.62,2832.710,404054.16440
2019-11-27 11:00:00,142.70,146.92,142.22,146.58,9079.800,1312099.69200
2019-11-27 12:00:00,146.53,149.34,145.73,147.38,7587.040,1121123.85480
2019-11-27 13:00:00,147.38,148.51,147.26,148.26,8692.130,1286183.68350
2019-11-27 14:00:00,148.35,149.14,146.80,147.65,9644.840,1423566.92030
2019-11-27 15:00:00,147.61,151.64,147.32,150.65,8928.030,1329847.54370
2019-11-27 16:00:00,150.72,153.58,148.33,152.60,9478.530,1423684.93330
2019-11-27 17:00:00,152.94,154.93,152.06,153.63,9082.120,1393589.87670
2019-11-27 18:00:00,153.66,155.50,152.84,153.03,7819.330,1202070.80000
2019-11-27 19:00:00,153.01,154.92,152.84,153.87,8705.970,1339863.84190
2019-11-27 19:00:00,153.01,154.92,152.84,153.87,8705.970,1339863.84190
2019-11-27 20:00:00,153.84,155.66,152.91,153.23,9246.320,1425752.12750
2019-11-27 21:00:00,153.13,153.71,152.03,153.44,8738.500,1336380.98640
2019-11-27 22:00:00,153.29,154.29,152.63,152.63,7622.780,1169985.76380
2019-11-27 23:00:00,152.61,153.50,152.30,152.52,8453.650,1292215.41460
2019-11-28 00:00:00,154.29,154.47,154.21,154.21,36.520,5635.95790
2019-11-28 01:00:00,154.23,154.23,146.41,146.62,2207,335773.73350
2019-11-28 02:00:00,147.86,156.52,147.86,150.62,1467.270,221465.86680
2019-11-28 03:00:00,150.62,153.09,150.43,152.03,4733.420,720314.87200
2019-11-28 04:00:00,151.93,152.45,151.16,151.49,4319.320,655350.96050
2019-11-28 05:00:00,151.46,151.83,150.18,151.15,5465.570,825186.86160
2019-11-28 06:00:00,151.15,153.02,150.45,152.17,5652.590,857811.62210
2019-11-28 07:00:00,152.17,152.72,151.47,151.98,5889.240,896408.81250
2019-11-28 08:00:00,152.04,152.76,151.47,152.70,6100.715,928976.24966
2019-11-28 09:00:00,152.70,152.72,151.24,152.21,5234.200,795742.23480
2019-11-28 10:00:00,152.14,152.14,149.63,150.81,5436.880,819489.98010
2019-11-28 11:00:00,150.81,151.75,150.45,151.43,4931.900,744285.70400
2019-11-28 12:00:00,151.43,151.43,149.95,150.46,5998.320,903456.17800
2019-11-28 13:00:00,150.46,151.19,150.13,150.84,4741.790,715148.73400
2019-11-28 14:00:00,150.84,151.03,150.13,150.66,5173.760,778974.36090
2019-11-28 15:00:00,150.72,154.51,150.53,153.78,5348.160,817957.60100
2019-11-28 16:00:00,153.78,153.95,152.46,153.68,5282.140,809851.33880
2019-11-28 17:00:00,153.65,153.69,152.80,153.39,6339.690,970974.33600
2019-11-28 18:00:00,153.33,153.95,152.97,153.17,5099.040,782216.33170
2019-11-28 19:00:00,153.19,153.85,153.12,153.50,4725.870,725531.25460
2019-11-28 20:00:00,153.54,154,151.75,151.90,5832.700,891473.46240
2019-11-28 21:00:00,151.90,152.26,151.11,151.74,4650.630,705724.68990
2019-11-28 22:00:00,151.72,152.50,149.78,149.98,6867.455,1038929.33025
2019-11-28 23:00:00,150.01,150.82,148.88,150.48,5289.890,795362.79690
2019-11-29 00:00:00,150.56,152.67,150.55,152.08,4007.320,606996.09650
2019-11-29 01:00:00,152.08,152.50,151.32,151.87,4690.250,712487.55220
2019-11-29 02:00:00,151.85,152.10,151.27,151.62,5104.500,774255.42050
2019-11-29 03:00:00,151.62,152.64,151.52,152.15,4127.840,627899.84810
2019-11-29 04:00:00,152.15,152.55,151.56,151.95,4975.410,755739.83950
2019-11-29 05:00:00,151.95,152.10,150.89,151.48,4883.690,739978.24020
2019-11-29 06:00:00,151.49,151.87,151.15,151.83,5200.170,788221.20850
2019-11-29 07:00:00,151.80,152.68,151.29,152.51,5183.780,786789.75360
2019-11-29 08:00:00,152.51,153.18,152.06,152.17,5413.910,826197.91940
2019-11-29 09:00:00,152.17,154.88,152.17,154.37,4537.590,698000.24250
2019-11-29 10:00:00,154.37,155.13,153.52,154,8070.640,1245071.77420
2019-11-29 11:00:00,154,154.34,153.14,153.26,6056.583,931926.10118
2019-11-29 12:00:00,153.26,155.15,151.09,154.56,10224.940,1571124.83480
2019-11-29 13:00:00,154.52,156.30,153.92,155.83,13945.059,2163588.06541
2019-11-29 14:00:00,155.81,156.73,155.56,156.11,9214.203,1437579.08650
2019-11-29 15:00:00,156.12,156.93,155.57,156.65,7223.912,1127843.03007
2019-11-29 16:00:00,156.70,157.40,154.38,154.77,12514.780,1947248.04181
2019-11-29 17:00:00,154.77,155.39,154.25,154.76,8019.641,1241838.59170
2019-11-29 18:00:00,154.76,155.06,154.35,154.50,4306.348,666220.03712
2019-11-29 19:00:00,154.50,154.79,153.92,154.09,8291.022,1278999.26786
2019-11-29 20:00:00,154.10,154.93,153.84,153.99,7601.842,1172819.04827
2019-11-29 21:00:00,153.99,154.17,152.09,152.18,9440.993,1444234.82144
2019-11-29 22:00:00,152.19,153.36,152.13,153.35,6238.824,953346.30137
2019-11-29 23:00:00,153.36,154.78,152.84,154.41,8632.857,1326526.89016
2019-11-30 00:00:00,154.40,155.15,153.79,154.45,12787.546,1974974.50093
2019-11-30 01:00:00,154.45,154.95,153.90,154.18,15940.956,2462069.35319
2019-11-30 02:00:00,154.18,154.18,153.40,153.64,8448.075,1298800.36858
2019-11-30 03:00:00,153.64,153.88,153.08,153.88,9643.029,1479997.91568
2019-11-30 04:00:00,153.82,153.88,152.68,153.39,15400.938,2359636.49747
2019-11-30 05:00:00,153.38,153.94,152.99,153.84,11947.471,1834779.51693
2019-11-30 06:00:00,153.85,153.99,153.50,153.90,10912.248,1677856.40089
2019-11-30 07:00:00,153.90,154.83,153.65,154.64,16268.309,2509684.86906
2019-11-30 08:00:00,154.65,154.80,153.92,153.99,17494.352,2700743.33378
2019-11-30 09:00:00,154,154.12,152.82,153.46,19099.159,2934768.56914
2019-11-30 10:00:00,153.46,154.58,152.56,153.74,18712.718,2874544.20284
2019-11-30 11:00:00,153.67,153.67,152.54,152.68,17731.417,2714045.93768
2019-11-30 12:00:00,152.66,153.51,152.38,153.14,14267.815,2184192.62373
2019-11-30 13:00:00,153.14,153.34,152.26,152.47,16310.942,2495383.39013
2019-11-30 14:00:00,152.47,152.72,150.38,151.55,19621.542,2974947.86038
2019-11-30 15:00:00,151.55,152.22,150.66,151.46,16222.449,2458092.54759
2019-11-30 16:00:00,151.46,152.49,150.75,152.13,17816.586,2707189.58243
2019-11-30 17:00:00,152.11,152.12,149.73,150.66,15873.168,2397295.03403
2019-11-30 18:00:00,150.66,151.18,149.66,150.13,17076.701,2572094.66808
2019-11-30 19:00:00,150.14,151.23,150.14,150.50,18495.474,2785750.15306
2019-11-30 20:00:00,150.50,150.96,150.08,150.82,13138.180,1977655.02134
2019-11-30 21:00:00,150.80,151.74,150.65,151.73,14925.668,2257030.81873
2019-11-30 22:00:00,151.71,152.15,151.22,151.37,15539.883,2356255.86047
2019-11-30 23:00:00,151.35,152.14,151.34,151.38,16816.989,2551406.05583
2019-12-01 00:00:00,151.38,151.38,150.09,150.60,16927.583,2547948.05823
2019-12-01 01:00:00,150.61,150.64,147.42,148.25,18229.305,2713858.17563
2019-12-01 02:00:00,148.30,148.99,146.11,146.66,17809.049,2633807.55349
2019-12-01 03:00:00,146.69,147.50,145.70,147.09,17007.041,2492647.12068
