timestamp,Open,High,Low,Close,Volume,Quote Asset Volume,Open Interest (Contracts),Open Interest (Crypto),Open Interest (USD)
2024-07-18 00:00:00,568.8,576.85,568.68,574.05,63461.24,36365757.41,3790984,37909.84,21430432.55
2024-07-18 00:00:00,568.8,576.85,568.68,574.05,63461.24,36365757.41,3824300,38243.0,21714375.4
2024-07-18 04:00:00,574.04,576.14,569.3,572.28,47855.0,27436518.4,3790984,37909.84,21430432.55
2024-07-18 04:00:00,574.04,576.14,569.3,572.28,47855.0,27436518.4,3824300,38243.0,21714375.4
2024-07-18 08:00:00,572.29,575.07,570.45,574.1,47188.04,27044672.83,3790984,37909.84,21430432.55
2024-07-18 08:00:00,572.29,575.07,570.45,574.1,47188.04,27044672.83,3824300,38243.0,21714375.4
2024-07-18 12:00:00,574.1,579.6,564.97,565.59,133935.3,76578449.14,3790984,37909.84,21430432.55
2024-07-18 12:00:00,574.1,579.6,564.97,565.59,133935.3,76578449.14,3824300,38243.0,21714375.4
2024-07-18 16:00:00,565.58,571.87,561.46,567.93,108303.96,61469527.97,3790984,37909.84,21430432.55
2024-07-18 16:00:00,565.58,571.87,561.46,567.93,108303.96,61469527.97,3824300,38243.0,21714375.4
2024-07-18 20:00:00,567.93,573.29,567.03,571.96,34823.82,19876652.41,3790984,37909.84,21430432.55
2024-07-18 20:00:00,567.93,573.29,567.03,571.96,34823.82,19876652.41,3824300,38243.0,21714375.4
2024-07-19 00:00:00,571.96,573.5,565.0,572.87,68400.74,38970269.06,3781740,37817.4,21623989.32
2024-07-19 00:00:00,571.96,573.5,565.0,572.87,68400.74,38970269.06,3743198,37431.98,21437294.95
2024-07-19 00:00:00,571.96,573.5,565.0,572.87,68400.74,38970269.06,3739830,37398.3,21257193.72
2024-07-19 00:00:00,571.96,573.5,565.0,572.87,68400.74,38970269.06,3766341,37663.41,21588666.61
2024-07-19 00:00:00,571.96,573.5,565.0,572.87,68400.74,38970269.06,3992252,39922.52,23614170.58
2024-07-19 00:00:00,571.96,573.5,565.0,572.87,68400.74,38970269.06,3930616,39306.16,23410748.9
2024-07-19 04:00:00,572.87,575.0,567.6,568.61,69991.36,40009821.92,3781740,37817.4,21623989.32
2024-07-19 04:00:00,572.87,575.0,567.6,568.61,69991.36,40009821.92,3743198,37431.98,21437294.95
2024-07-19 04:00:00,572.87,575.0,567.6,568.61,69991.36,40009821.92,3739830,37398.3,21257193.72
2024-07-19 04:00:00,572.87,575.0,567.6,568.61,69991.36,40009821.92,3766341,37663.41,21588666.61
2024-07-19 04:00:00,572.87,575.0,567.6,568.61,69991.36,40009821.92,3992252,39922.52,23614170.58
2024-07-19 04:00:00,572.87,575.0,567.6,568.61,69991.36,40009821.92,3930616,39306.16,23410748.9
2024-07-19 08:00:00,568.58,573.74,566.14,573.67,84996.69,48489800.05,3781740,37817.4,21623989.32
2024-07-19 08:00:00,568.58,573.74,566.14,573.67,84996.69,48489800.05,3743198,37431.98,21437294.95
2024-07-19 08:00:00,568.58,573.74,566.14,573.67,84996.69,48489800.05,3739830,37398.3,21257193.72
2024-07-19 08:00:00,568.58,573.74,566.14,573.67,84996.69,48489800.05,3766341,37663.41,21588666.61
2024-07-19 08:00:00,568.58,573.74,566.14,573.67,84996.69,48489800.05,3992252,39922.52,23614170.58
2024-07-19 08:00:00,568.58,573.74,566.14,573.67,84996.69,48489800.05,3930616,39306.16,23410748.9
2024-07-19 12:00:00,573.67,595.73,572.55,591.92,305019.3,178214597.5,3781740,37817.4,21623989.32
2024-07-19 12:00:00,573.67,595.73,572.55,591.92,305019.3,178214597.5,3743198,37431.98,21437294.95
2024-07-19 12:00:00,573.67,595.73,572.55,591.92,305019.3,178214597.5,3739830,37398.3,21257193.72
2024-07-19 12:00:00,573.67,595.73,572.55,591.92,305019.3,178214597.5,3766341,37663.41,21588666.61
2024-07-19 12:00:00,573.67,595.73,572.55,591.92,305019.3,178214597.5,3992252,39922.52,23614170.58
2024-07-19 12:00:00,573.67,595.73,572.55,591.92,305019.3,178214597.5,3930616,39306.16,23410748.9
2024-07-19 16:00:00,591.91,599.33,588.59,595.67,298033.24,176964241.6,3781740,37817.4,21623989.32
2024-07-19 16:00:00,591.91,599.33,588.59,595.67,298033.24,176964241.6,3743198,37431.98,21437294.95
2024-07-19 16:00:00,591.91,599.33,588.59,595.67,298033.24,176964241.6,3739830,37398.3,21257193.72
2024-07-19 16:00:00,591.91,599.33,588.59,595.67,298033.24,176964241.6,3766341,37663.41,21588666.61
2024-07-19 16:00:00,591.91,599.33,588.59,595.67,298033.24,176964241.6,3992252,39922.52,23614170.58
2024-07-19 16:00:00,591.91,599.33,588.59,595.67,298033.24,176964241.6,3930616,39306.16,23410748.9
2024-07-19 20:00:00,595.65,596.15,591.35,593.59,61989.57,36822893.43,3781740,37817.4,21623989.32
2024-07-19 20:00:00,595.65,596.15,591.35,593.59,61989.57,36822893.43,3743198,37431.98,21437294.95
2024-07-19 20:00:00,595.65,596.15,591.35,593.59,61989.57,36822893.43,3739830,37398.3,21257193.72
2024-07-19 20:00:00,595.65,596.15,591.35,593.59,61989.57,36822893.43,3766341,37663.41,21588666.61
2024-07-19 20:00:00,595.65,596.15,591.35,593.59,61989.57,36822893.43,3992252,39922.52,23614170.58
2024-07-19 20:00:00,595.65,596.15,591.35,593.59,61989.57,36822893.43,3930616,39306.16,23410748.9
2024-07-20 00:00:00,593.58,595.53,586.68,590.8,77587.32,45801463.95,3933524,39335.24,23345464.94
2024-07-20 00:00:00,593.58,595.53,586.68,590.8,77587.32,45801463.95,3773517,37735.17,22293938.44
2024-07-20 00:00:00,593.58,595.53,586.68,590.8,77587.32,45801463.95,3787990,37879.9,22345353.01
2024-07-20 00:00:00,593.58,595.53,586.68,590.8,77587.32,45801463.95,3739000,37390.0,22071317.0
2024-07-20 00:00:00,593.58,595.53,586.68,590.8,77587.32,45801463.95,3779441,37794.41,22483894.51
2024-07-20 00:00:00,593.58,595.53,586.68,590.8,77587.32,45801463.95,3701327,37013.27,22045103.61
2024-07-20 04:00:00,590.81,592.51,589.81,590.03,31930.93,18871777.89,3933524,39335.24,23345464.94
2024-07-20 04:00:00,590.81,592.51,589.81,590.03,31930.93,18871777.89,3773517,37735.17,22293938.44
2024-07-20 04:00:00,590.81,592.51,589.81,590.03,31930.93,18871777.89,3787990,37879.9,22345353.01
2024-07-20 04:00:00,590.81,592.51,589.81,590.03,31930.93,18871777.89,3739000,37390.0,22071317.0
2024-07-20 04:00:00,590.81,592.51,589.81,590.03,31930.93,18871777.89,3779441,37794.41,22483894.51
2024-07-20 04:00:00,590.81,592.51,589.81,590.03,31930.93,18871777.89,3701327,37013.27,22045103.61
2024-07-20 08:00:00,590.04,593.22,588.16,590.48,48026.6,28371529.52,3933524,39335.24,23345464.94
2024-07-20 08:00:00,590.04,593.22,588.16,590.48,48026.6,28371529.52,3773517,37735.17,22293938.44
2024-07-20 08:00:00,590.04,593.22,588.16,590.48,48026.6,28371529.52,3787990,37879.9,22345353.01
2024-07-20 08:00:00,590.04,593.22,588.16,590.48,48026.6,28371529.52,3739000,37390.0,22071317.0
2024-07-20 08:00:00,590.04,593.22,588.16,590.48,48026.6,28371529.52,3779441,37794.41,22483894.51
2024-07-20 08:00:00,590.04,593.22,588.16,590.48,48026.6,28371529.52,3701327,37013.27,22045103.61
2024-07-20 12:00:00,590.49,595.2,587.57,595.11,59942.1,35450796.99,3933524,39335.24,23345464.94
2024-07-20 12:00:00,590.49,595.2,587.57,595.11,59942.1,35450796.99,3773517,37735.17,22293938.44
2024-07-20 12:00:00,590.49,595.2,587.57,595.11,59942.1,35450796.99,3787990,37879.9,22345353.01
2024-07-20 12:00:00,590.49,595.2,587.57,595.11,59942.1,35450796.99,3739000,37390.0,22071317.0
2024-07-20 12:00:00,590.49,595.2,587.57,595.11,59942.1,35450796.99,3779441,37794.41,22483894.51
2024-07-20 12:00:00,590.49,595.2,587.57,595.11,59942.1,35450796.99,3701327,37013.27,22045103.61
2024-07-20 16:00:00,595.15,598.22,593.25,595.78,78929.88,47057424.43,3933524,39335.24,23345464.94
2024-07-20 16:00:00,595.15,598.22,593.25,595.78,78929.88,47057424.43,3773517,37735.17,22293938.44
2024-07-20 16:00:00,595.15,598.22,593.25,595.78,78929.88,47057424.43,3787990,37879.9,22345353.01
2024-07-20 16:00:00,595.15,598.22,593.25,595.78,78929.88,47057424.43,3739000,37390.0,22071317.0
2024-07-20 16:00:00,595.15,598.22,593.25,595.78,78929.88,47057424.43,3779441,37794.41,22483894.51
2024-07-20 16:00:00,595.15,598.22,593.25,595.78,78929.88,47057424.43,3701327,37013.27,22045103.61
2024-07-20 20:00:00,595.78,597.85,592.7,593.2,37395.24,22242087.47,3933524,39335.24,23345464.94
2024-07-20 20:00:00,595.78,597.85,592.7,593.2,37395.24,22242087.47,3773517,37735.17,22293938.44
2024-07-20 20:00:00,595.78,597.85,592.7,593.2,37395.24,22242087.47,3787990,37879.9,22345353.01
