Open Time,Open,High,Low,Close,Volume
2023-05-06,0.0037212,0.0038333,0.0022908,0.0026200,707455312288
2023-05-07,0.0026197,0.0030898,0.0024101,0.0027902,508657067528
2023-05-08,0.0027901,0.0028049,0.0015351,0.0019464,1078000972370
2023-05-09,0.0019462,0.0021350,0.0017400,0.0020063,857318524340
2023-05-10,0.0020065,0.0021339,0.0017095,0.0019195,619473158098
2023-05-11,0.0019195,0.0019400,0.0012500,0.0013931,1074256224090
2023-05-12,0.0013930,0.0019332,0.0010477,0.0017444,2149530848062
2023-05-13,0.0017444,0.0020899,0.0015373,0.0018575,1984174281761
2023-05-14,0.0018571,0.0019510,0.0017220,0.0017853,1001358675497
2023-05-15,0.0017853,0.0017853,0.0016049,0.0017318,955253186824
2023-05-16,0.0017318,0.0018202,0.0016300,0.0016643,823107674636
2023-05-17,0.0016644,0.0016911,0.0014617,0.0015735,965933331377
2023-05-18,0.0015736,0.0016400,0.0014938,0.0015789,747082265564
2023-05-19,0.0015790,0.0015790,0.0014738,0.0015230,498946539073
2023-05-20,0.0015229,0.0019319,0.0014983,0.0017145,909460533558
2023-05-21,0.0017145,0.0017581,0.0015628,0.0015964,702205644540
2023-05-22,0.0015963,0.0015990,0.0015066,0.0015302,514931281136
2023-05-23,0.0015303,0.0016754,0.0015160,0.0015916,488853179179
2023-05-24,0.0015917,0.0015953,0.0012929,0.0014333,678347316119
2023-05-25,0.0014333,0.0014750,0.0013433,0.0014289,435683238988
2023-05-26,0.0014287,0.0014897,0.0013800,0.0014518,403778111053
2023-05-27,0.0014518,0.0015377,0.0014347,0.0015131,290797988365
2023-05-28,0.0015129,0.0015448,0.0014085,0.0014951,292116245219
2023-05-29,0.0014951,0.0015162,0.0014165,0.0014358,227561445454
2023-05-30,0.0014358,0.0014420,0.0012290,0.0012935,296268503674
2023-05-31,0.0012934,0.0013204,0.0011888,0.0012636,371792015686
2023-06-01,0.0012636,0.0013279,0.0012144,0.0012454,375145452608
2023-06-02,0.0012455,0.0013064,0.0012301,0.0012821,215398804968
2023-06-03,0.0012822,0.0013449,0.0012638,0.0012949,241670722911
2023-06-04,0.0012948,0.0012972,0.0012050,0.0012384,182351579640
2023-06-05,0.0012384,0.0012413,0.0009300,0.0010333,515409911816
2023-06-06,0.0010335,0.0012635,0.0009633,0.0012066,867780023294
2023-06-07,0.0012065,0.0012190,0.0010367,0.0010728,635124363498
2023-06-08,0.0010728,0.0011334,0.0010312,0.0010833,378798376891
2023-06-09,0.0010833,0.0011963,0.0010538,0.0011337,595536111810
2023-06-10,0.0011338,0.0011375,0.0008030,0.0009292,821430448581
2023-06-11,0.0009293,0.0009506,0.0008813,0.0009119,345730893754
2023-06-12,0.0009119,0.0009525,0.0008405,0.0009042,461714650188
2023-06-13,0.0009042,0.0009888,0.0008870,0.0009170,524782850104
2023-06-14,0.0009170,0.0009654,0.0008520,0.0008852,396993821585
2023-06-15,0.0008852,0.0009296,0.0008230,0.0008969,392733680709
2023-06-16,0.0008969,0.0010500,0.0008311,0.0009655,828873085669
2023-06-17,0.0009658,0.0010539,0.0009463,0.0010003,583159273324
2023-06-18,0.0010002,0.0010055,0.0009200,0.0009373,352452382987
2023-06-19,0.0009373,0.0009599,0.0009120,0.0009490,310378407653
2023-06-20,0.0009487,0.0010925,0.0009034,0.0010691,434006836246
2023-06-21,0.0010690,0.0014690,0.0010360,0.0013806,1534540278443
2023-06-22,0.0013807,0.0016944,0.0013611,0.0015433,2328926384141
2023-06-23,0.0015433,0.0017868,0.0014555,0.0016519,1467886622546
2023-06-24,0.0016520,0.0017568,0.0014885,0.0015531,850709249736
2023-06-25,0.0015530,0.0016772,0.0015217,0.0016044,566134968524
2023-06-26,0.0016044,0.0016337,0.0014744,0.0015086,533220301450
2023-06-27,0.0015086,0.0016750,0.0014904,0.0016180,539598630610
2023-06-28,0.0016181,0.0016198,0.0013617,0.0014206,498391544126
2023-06-29,0.0014207,0.0016300,0.0014015,0.0015419,555368116573
2023-06-30,0.0015419,0.0017098,0.0014380,0.0016215,851971677437
2023-07-01,0.0016215,0.0016363,0.0015157,0.0015552,247198156931
2023-07-02,0.0015551,0.0016155,0.0014813,0.0015842,245954884837
2023-07-03,0.0015844,0.0019000,0.0015580,0.0018343,708517260470
2023-07-04,0.0018344,0.0018844,0.0016880,0.0017125,445485958693
2023-07-05,0.0017124,0.0017705,0.0016038,0.0016512,329809525204
2023-07-06,0.0016512,0.0017836,0.0015322,0.0015395,503032803092
2023-07-07,0.0015394,0.0016000,0.0015035,0.0015638,306763965111
2023-07-08,0.0015638,0.0016000,0.0015100,0.0015518,149332196009
2023-07-09,0.0015517,0.0015896,0.0015252,0.0015438,134166415607
2023-07-10,0.0015438,0.0015900,0.0014303,0.0015135,337787614480
2023-07-11,0.0015135,0.0015340,0.0014820,0.0015001,171649715378
2023-07-12,0.0015001,0.0015688,0.0014830,0.0015056,205028197292
2023-07-13,0.0015056,0.0017690,0.0014605,0.0017128,455076043040
2023-07-14,0.0017126,0.0018887,0.0015441,0.0016398,657673096477
2023-07-15,0.0016397,0.0017085,0.0016100,0.0016438,235323478536
2023-07-16,0.0016438,0.0016660,0.0015530,0.0015727,164596692014
2023-07-17,0.0015725,0.0016052,0.0015049,0.0015748,252471152865
2023-07-18,0.0015748,0.0015976,0.0014811,0.0015148,194230761025
2023-07-19,0.0015149,0.0015756,0.0015064,0.0015244,166920609961
2023-07-20,0.0015244,0.0015783,0.0014617,0.0015028,176390181776
2023-07-21,0.0015029,0.0015472,0.0014849,0.0015220,137923713613
2023-07-22,0.0015219,0.0015496,0.0014720,0.0014900,86706611678
2023-07-23,0.0014901,0.0015353,0.0014642,0.0015037,101682728337
2023-07-24,0.0015038,0.0015097,0.0012630,0.0013465,243819920682
2023-07-25,0.0013465,0.0013566,0.0012833,0.0013053,177718092298
2023-07-26,0.0013054,0.0013876,0.0012198,0.0013318,326469824849
2023-07-27,0.0013319,0.0014444,0.0013100,0.0013428,301770185803
2023-07-28,0.0013428,0.0013755,0.0012925,0.0013357,165923859073
2023-07-29,0.0013357,0.0013547,0.0013197,0.0013464,74307280022
2023-07-30,0.0013465,0.0013493,0.0012412,0.0012946,122986757114
2023-07-31,0.0012946,0.0013227,0.0012030,0.0012378,166190306565
2023-08-01,0.0012378,0.0013081,0.0011660,0.0013021,231256645029
2023-08-02,0.0013021,0.0013200,0.0012010,0.0012185,227363937056
2023-08-03,0.0012184,0.0012334,0.0011900,0.0011981,133757325888
2023-08-04,0.0011981,0.0012241,0.0011103,0.0011540,162459221854
2023-08-05,0.0011540,0.0011740,0.0011241,0.0011528,134320059537
2023-08-06,0.0011529,0.0011783,0.0011270,0.0011568,116523543091
2023-08-07,0.0011567,0.0011979,0.0010530,0.0011161,221684379503
2023-08-08,0.0011160,0.0012339,0.0010987,0.0011754,362280346641
2023-08-09,0.0011753,0.0012872,0.0011724,0.0012309,490272486462
2023-08-10,0.0012310,0.0012670,0.0012140,0.0012331,208564614757
2023-08-11,0.0012329,0.0012694,0.0012164,0.0012459,155126301553
2023-08-12,0.0012458,0.0013685,0.0012440,0.0013522,298424670356
2023-08-13,0.0013521,0.0014300,0.0013256,0.0013648,254177934646
2023-08-14,0.0013648,0.0014666,0.0013229,0.0014048,301923076050
2023-08-15,0.0014048,0.0014134,0.0012201,0.0012677,240129228205
2023-08-16,0.0012678,0.0012769,0.0011317,0.0011651,281500308709
2023-08-17,0.0011653,0.0012275,0.0009325,0.0010795,434178700450
2023-08-18,0.0010795,0.0011257,0.0010457,0.0010892,271597761625
2023-08-19,0.0010892,0.0011473,0.0010842,0.0011344,159776308062
2023-08-20,0.0011344,0.0011510,0.0011007,0.0011173,108448007814
