Open Time,Open,High,Low,Close,Volume
2019-09-09,10316.62,10475.54,10077.22,10307,14824.373
2019-09-10,10307,10382.97,9940.87,10102.02,9068.955
2019-09-11,10094.27,10293.11,9884.31,10159.55,10897.922
2019-09-12,10163.06,10450.13,10042.12,10415.13,15609.634
2019-09-13,10414.96,10440.55,10153.51,10341.34,19252.721
2019-09-14,10343.01,10419.97,10222.77,10332.25,20656.624
2019-09-15,10333.47,10359.20,10024.81,10302.22,20536.255
2019-09-16,10302,10353.81,10080.70,10249.27,20185.637
2019-09-17,10257.30,10270.63,10136.77,10186.52,22519.607
2019-09-18,10183.87,10256.65,10097.92,10155.16,20832.895
2019-09-19,10154.70,10331.62,9530.02,10245.30,26228.754
2019-09-20,10247.70,10279.30,10070.50,10166.35,23265.910
2019-09-21,10166.56,10175.30,9912.63,9983.33,23642.387
2019-09-22,9992.70,10089.52,9857,10023.04,23916.354
2019-09-23,10027.69,10046.91,9620,9701.96,31927.062
2019-09-24,9701.10,9792.83,8645.61,8645.61,29758.535
2019-09-25,8493.32,8725.24,8200,8430.07,48222.102
2019-09-26,8428.15,8464.40,7700.67,8060.15,60065.945
2019-09-27,8061.98,8260,7851.94,8176.52,40034.653
2019-09-28,8178.26,8311,8001.14,8195.38,33820.919
2019-09-29,8199,8226.35,7888.98,8041.96,35966.056
2019-09-30,8042.08,8331.89,7709.01,8285.84,54412.520
2019-10-01,8285.31,8499,8171,8290,39212.804
2019-10-02,8290,8365.92,8149.35,8352.14,30329.179
2019-10-03,8353.40,8386,8020,8220.27,33430.230
2019-10-04,8219.95,8227.42,7979.95,8130.56,28421.111
2019-10-05,8130,8175,8010,8122.14,30262.006
2019-10-06,8122.01,8148.43,7760,7852.79,41909.039
2019-10-07,7851.01,8330,7764.42,8186.88,62760.299
2019-10-08,8188.55,8322.01,8103.88,8167.62,44715.165
2019-10-09,8168.33,8700,8113,8559.77,65453.643
2019-10-10,8559.77,8640.89,8419.34,8556.02,44285.668
2019-10-11,8557,8788,8210,8255.58,69157.964
2019-10-12,8255.54,8397.45,8248.34,8300.22,37761.514
2019-10-13,8300.31,8456,8137.30,8274.66,43820.913
2019-10-14,8274.33,8381.77,8205.02,8346.05,61999.821
2019-10-15,8346.31,8408.62,8080,8160.01,86246.749
2019-10-16,8160.55,8184,7900.24,7992.21,70434.452
2019-10-17,7994.76,8124.63,7930,8069.20,58354.602
2019-10-18,8069.41,8117.30,7812,7943.94,75251.352
2019-10-19,7945.57,8108.54,7852.12,7947.13,78024.395
2019-10-20,7947.78,8300.50,7871.17,8218.23,78663.915
2019-10-21,8218.23,8334.57,8150,8201.74,59928.516
2019-10-22,8201,8290,8000,8020.89,69506.880
2019-10-23,8020.68,8047.78,7172.76,7465,108484.139
2019-10-24,7465.18,7495.81,7337.44,7411.35,66719.534
2019-10-25,7410.07,8800,7359,8650,165118.926
2019-10-26,8650,10408.48,8626.89,9232.22,248161.161
2019-10-27,9234.75,9803.83,9066.07,9533.32,163544.019
2019-10-28,9534.37,9930.13,9156.03,9217.36,155599.975
2019-10-29,9215.78,9569.10,9070,9415.02,124703.014
2019-10-30,9415.02,9418.65,8975.72,9165.30,98464.858
2019-10-31,9163.40,9438.64,8933,9150,98836.044
2019-11-01,9149.88,9280,9050.27,9231.01,87256.949
2019-11-02,9231.70,9375,9194.98,9287.80,56602.055
2019-11-03,9288.96,9366.69,9073,9197.88,75612.722
2019-11-04,9197.86,9550,9126.01,9395.46,90433.357
2019-11-05,9395.47,9457.13,9164.33,9313.20,113738.226
2019-11-06,9313.10,9450,9259.48,9343.60,73767.911
2019-11-07,9344.29,9381.93,9091.20,9219.64,77389.569
2019-11-08,9221.63,9259.30,8669.85,8775.03,151851.160
2019-11-09,8775.60,8878,8727,8811.15,66846.392
2019-11-10,8811.30,9187,8760,9041.31,91099.197
2019-11-11,9041.31,9072.91,8611.11,8728.93,113373.762
2019-11-12,8729.89,8889.06,8552.12,8817,107520.546
2019-11-13,8817.94,8838,8712,8774.76,58585.811
2019-11-14,8774.78,8798.06,8581.39,8642.25,87099.995
2019-11-15,8642.47,8780,8380,8473.27,145602.497
2019-11-16,8473.30,8540.54,8435,8491.06,48657.040
