Open Time,Open,High,Low,Close,Volume
2023-05-05 16:00:00,0.0039485,0.0044583,0.0038148,0.0042176,15970220383
2023-05-05 17:00:00,0.0042166,0.0043189,0.0035100,0.0037650,47224536536
2023-05-05 18:00:00,0.0037684,0.0038377,0.0029441,0.0030794,85692974563
2023-05-05 19:00:00,0.0030764,0.0034592,0.0030081,0.0033442,49348390226
2023-05-05 20:00:00,0.0033461,0.0035687,0.0032080,0.0035115,31372527293
2023-05-05 21:00:00,0.0035115,0.0035700,0.0031300,0.0031977,29456704270
2023-05-05 22:00:00,0.0031971,0.0034247,0.0031589,0.0033302,21183505198
2023-05-05 23:00:00,0.0033302,0.0038300,0.0033201,0.0037211,25297882764
2023-05-06 00:00:00,0.0037212,0.0038333,0.0034635,0.0035418,27512435163
2023-05-06 01:00:00,0.0035418,0.0036091,0.0031449,0.0032739,28980092965
2023-05-06 02:00:00,0.0032759,0.0033423,0.0029666,0.0030138,29347650777
2023-05-06 03:00:00,0.0030141,0.0031813,0.0029291,0.0030321,26216830310
2023-05-06 04:00:00,0.0030333,0.0032889,0.0030290,0.0032015,21641995282
2023-05-06 05:00:00,0.0032014,0.0032456,0.0030200,0.0030838,18633660211
2023-05-06 06:00:00,0.0030838,0.0031235,0.0025794,0.0027556,65706221280
2023-05-06 07:00:00,0.0027550,0.0028464,0.0027100,0.0027573,27812700682
2023-05-06 07:00:00,0.0027550,0.0028464,0.0027100,0.0027573,27812700682
2023-05-06 08:00:00,0.0027552,0.0029100,0.0027275,0.0028601,25416036703
2023-05-06 09:00:00,0.0028603,0.0029400,0.0027284,0.0028900,25353442699
2023-05-06 10:00:00,0.0028902,0.0031639,0.0028718,0.0031415,35227660220
2023-05-06 11:00:00,0.0031408,0.0031429,0.0030067,0.0030846,23603081122
2023-05-06 12:00:00,0.0030832,0.0031047,0.0029416,0.0030905,27764410719
2023-05-06 13:00:00,0.0030905,0.0031071,0.0028120,0.0028921,30809698793
2023-05-06 14:00:00,0.0028921,0.0029175,0.0027300,0.0028713,32685542628
2023-05-06 15:00:00,0.0028712,0.0029814,0.0028000,0.0029296,24765441945
2023-05-06 16:00:00,0.0029295,0.0030684,0.0028900,0.0029515,24127550180
2023-05-06 17:00:00,0.0029514,0.0030120,0.0028042,0.0028693,20062624110
2023-05-06 18:00:00,0.0028693,0.0029050,0.0027251,0.0027687,18151378124
2023-05-06 19:00:00,0.0027687,0.0027864,0.0024468,0.0025779,53311621031
2023-05-06 20:00:00,0.0025776,0.0026639,0.0025013,0.0025344,23671264274
2023-05-06 21:00:00,0.0025349,0.0026101,0.0022908,0.0023704,43454847913
2023-05-06 22:00:00,0.0023703,0.0024473,0.0023286,0.0024010,23899622204
2023-05-06 23:00:00,0.0024011,0.0026760,0.0024000,0.0026200,29299502953
