Open Time,Open,High,Low,Close,Volume
2020-02-10 08:00:00,25.070,25.907,24.031,24.555,566537.57
2020-02-10 08:00:00,25.070,25.907,24.031,24.555,566537.57
2020-02-10 12:00:00,24.554,25.401,24.380,25.113,402206.02
2020-02-10 16:00:00,25.105,25.550,25.066,25.411,254340.63
2020-02-10 20:00:00,25.411,25.636,24.923,25.189,182007.64
2020-02-11 00:00:00,25.190,25.264,24.479,24.722,331199.51
2020-02-11 04:00:00,24.718,24.722,24.250,24.530,249501.62
2020-02-11 08:00:00,24.530,25.180,24.475,24.975,245726.69
2020-02-11 08:00:00,24.530,25.180,24.475,24.975,245726.69
2020-02-11 12:00:00,24.974,25.332,24.810,25.094,336200.88
2020-02-11 16:00:00,25.081,25.864,24.825,25.600,438031.63
2020-02-11 20:00:00,25.599,25.750,25.266,25.705,182401.66
2020-02-12 00:00:00,25.705,25.977,25.347,25.626,215208.85
2020-02-12 04:00:00,25.626,26.087,25.499,25.918,219502.02
2020-02-12 08:00:00,25.918,25.971,25.550,25.862,185046.58
2020-02-12 08:00:00,25.918,25.971,25.550,25.862,185046.58
2020-02-12 12:00:00,25.869,25.918,25.373,25.518,233990.69
2020-02-12 16:00:00,25.518,25.800,25.473,25.763,148932.81
2020-02-12 20:00:00,25.765,26.980,25.631,26.451,308604.52
2020-02-13 00:00:00,26.452,27.397,26.285,26.466,246632.88
2020-02-13 04:00:00,26.466,26.822,25.733,25.838,263869.41
2020-02-13 08:00:00,25.829,26.027,24.580,24.951,367184.55
2020-02-13 08:00:00,25.829,26.027,24.580,24.951,367184.55
2020-02-13 12:00:00,24.978,26.380,24.836,25.638,328875.59
2020-02-13 16:00:00,25.638,25.830,25.180,25.479,115690.47
2020-02-13 20:00:00,25.479,25.547,24.996,25.456,129502.52
2020-02-14 00:00:00,25.455,26.161,25.261,25.918,285533.21
2020-02-14 04:00:00,25.932,25.948,25.043,25.192,227609.03
2020-02-14 08:00:00,25.193,25.889,25.134,25.591,218044.52
